category,seller_id,seller_city,seller_state,total_orders,unique_buyers,total_gmv,avg_order_value,avg_review_score
furniture_decor,715bbd5ba4e6b74cb0d2f29eb45058b0,serra negra,SP,24,24,2039.76,84.99,4.75
perfumery,d3674f271c91f824f82d24d92011f669,brasilia,DF,19,19,2039.71,107.35,4.05
garden_tools,903037660cf848a717166eb7a06d616e,sao paulo,SP,20,20,2038.39,84.93,4.33
cool_stuff,bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,SP,10,10,2038.27,203.83,4.0
housewares,01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,14,14,2036.74,113.15,4.11
housewares,f0b47fbbc6dee9aafe415a6e33051b3f,maua,SP,22,22,2035.43,58.16,4.0
housewares,3785b653b1b82de85ab47dd139938091,ampere,PR,21,20,2033.27,84.72,4.75
stationery,ac3508719a1d8f5b7614b798f70af136,canoas,RS,14,14,2028.61,144.9,4.5
fashion_bags_accessories,272f092de69afedd4d2969440b37f18f,sao paulo,SP,23,21,2023.94,59.53,4.09
unknown,520b493b57809f446cb0a233bb3e25c7,santos,SP,19,19,2011.18,87.44,4.46
furniture_decor,1da366cade6d8276e7d8beea7af5d4bf,uba,MG,31,31,2007.22,55.76,4.06
health_beauty,5debea795b07621e1f90532e18f96145,apucarana,PR,24,24,2003.63,62.61,4.25
computers_accessories,ea566164622c6b439516ab18062c42cd,sao  paulo,SP,11,11,2000.46,181.86,4.09
furniture_decor,002100f778ceb8431b7a1020ff7ab48f,franca,SP,50,50,1995.16,36.95,4.04
dvds_blu_ray,75fbb52eda0cbc24f479d3b2fbfa8d3e,goiania,GO,38,37,1994.45,48.65,4.49
sports_leisure,d6ab728cf30867cf3f1a2e216ae2f9b7,sao paulo,SP,11,11,1993.51,153.35,4.38
auto,1690cada046eb7e92c12f98b1f8a8167,sao paulo,SP,10,10,1992.91,199.29,4.9
housewares,9f505651f4a6abe901a56cdc21508025,sao paulo,SP,26,25,1989.52,58.52,4.24
computers_accessories,612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,10,10,1985.35,198.53,4.5
luggage_accessories,058cb5aeb36d7c0fcae20fc85d5e0a59,rio de janeiro,RJ,11,10,1983.82,165.32,3.58
sports_leisure,e5475dcab1e07b63d7f6e902d8f5eda8,diadema,SP,10,10,1980.54,198.05,4.2
toys,e48b04bf1aa1ef711caebeb7aede6180,curitiba,PR,11,11,1975.42,179.58,4.45
health_beauty,ca4b77513ac2040591b0d8fae6958380,sando andre,SP,14,14,1973.62,131.57,4.47
computers_accessories,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,34,34,1969.96,57.94,4.38
pet_shop,c3e1abd72a42fe690fcd89cf5720fe29,mogi guacu,SP,13,13,1967.58,151.35,4.46
home_construction,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,16,16,1966.65,109.26,3.5
auto,116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,50,50,1959.24,34.99,4.8
cool_stuff,432c37c9dfba871172ec162e20118b8c,brasilia,DF,22,22,1958.13,63.17,4.39
computers_accessories,4e5725ba188db8252977a4f0227bd462,ribeirao preto,SP,19,19,1957.36,88.97,3.59
auto,e2c92f9c1c7746d899d18f2e158bbff7,sao jose do rio preto,SP,12,12,1956.3,163.03,4.58
sports_leisure,1b8356dabde1d35e17cef975c3f82730,sao paulo,SP,28,28,1952.05,65.07,4.33
electronics,5b33b527da3c5b969cc99dc435cad09a,paranavai,PR,12,12,1948.6,149.89,4.0
health_beauty,82bd0703a4aefd6b599e5bfdaed378fb,marilia,SP,13,13,1947.33,139.1,4.07
health_beauty,df0f42bc4c2142eacf0eaf2cffd0cfbb,itajai,SC,14,14,1946.45,121.65,4.06
bed_bath_table,a3a38f4affed601eb87a97788c949667,joinville,SC,18,18,1945.09,108.06,4.67
cool_stuff,3504c0cb71d7fa48d967e0e4c94d59d9,maua,SP,33,33,1943.58,58.9,4.67
telephony,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,41,41,1943.02,42.24,3.67
sports_leisure,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,11,11,1941.06,176.46,4.0
toys,afa6714acee029b2dfdf357e5579cc03,descalvado,SP,12,12,1931.72,148.59,3.92
bed_bath_table,26e2c91ef821e1ff8985f408788fe35b,ibitinga,SP,12,12,1923.87,137.42,3.0
cool_stuff,4e922959ae960d389249c378d1c939f5,jacarei,SP,21,21,1922.01,80.08,3.29
bed_bath_table,1dfe5347016252a7884b694d4f10f5c4,ibitinga,SP,19,19,1918.79,76.75,3.16
fashion_bags_accessories,f214d28e8d8e3ef068748498ccc2f813,sao paulo,SP,35,35,1918.28,50.48,4.32
sports_leisure,6b536a23086fba0d58c08d68814397f6,niteroi,RJ,15,15,1917.68,100.93,4.32
furniture_decor,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,18,18,1909.76,90.94,4.24
sports_leisure,7586919161935337bf6b6d7ff5779648,rio de janeiro,RJ,10,10,1906.02,112.12,3.12
auto,39d54ff918774174706fb065d7f9dc07,sao paulo,SP,22,22,1902.72,79.28,3.92
health_beauty,2a61c271b1ac763450d846849783e922,santo andre,SP,16,16,1900.34,90.49,3.62
health_beauty,e64d65bc8dbec2accda90c58de5d1246,rio claro,SP,12,12,1899.96,158.33,3.08
auto,18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,16,16,1893.44,105.19,3.5
cool_stuff,7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,21,21,1890.65,90.03,4.14
electronics,4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,10,10,1890.51,189.05,4.8
telephony,e7d5b006eb624f13074497221eb37807,santo andre,SP,11,10,1889.68,41.08,2.72
cool_stuff,537eb890efff034a88679788b647c564,rio de janeiro,RJ,33,33,1885.55,55.46,4.24
garden_tools,282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,22,22,1882.82,78.45,4.46
health_beauty,392e0502231ae2f8b29994ef6398cd77,cerqueira cesar,SP,17,17,1882.79,110.75,4.35
health_beauty,4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,37,37,1882.2,48.26,4.77
health_beauty,659e8466eb3ff1b0e8740d74fb7bbedd,eunapolis,BA,11,11,1880.0,134.29,4.5
auto,634964b17796e64304cadf1ad3050fb7,rio de janeiro,RJ,19,19,1878.65,98.88,3.53
computers_accessories,5f67c6082caacb26e431a7b17940cece,maringa,PR,13,13,1871.03,133.65,3.57
consoles_games,4e922959ae960d389249c378d1c939f5,jacarei,SP,20,20,1867.42,88.92,4.1
furniture_decor,ec4608a1f76453166bb312b2968aeaf4,porto ferreira,SP,17,17,1863.36,64.25,3.03
housewares,b33aaadd1a8891d2dfef0c4c3bdf0371,limeira,SP,16,16,1863.04,109.59,3.76
health_beauty,06bb3a2fe5e7b7a845b13e8fb91bd944,belo horizonte,MG,17,17,1862.33,103.46,4.61
health_beauty,d3f39f05462b79a4562d35893a28f159,mococa,SP,17,17,1860.07,93.0,3.15
furniture_decor,7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,SP,32,32,1857.03,58.03,4.22
housewares,dfc475d54e1b6dbeeb7d7d9bdaa63827,curitiba,PR,17,17,1853.98,97.58,4.53
health_beauty,729b2d09b2a0bdab221076327f13d050,mineiros do tiete,SP,30,30,1846.41,48.59,4.53
toys,6ddc28b61be28373b4503a1f61cf98a9,sao paulo,SP,10,10,1843.59,184.36,4.1
bed_bath_table,d4e12e7884759a14fa0f5f896c791cae,sao paulo,SP,29,28,1839.67,57.49,4.63
toys,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,41,41,1838.89,37.53,4.39
toys,f615fe7efbef0f4f08fd3086bc7a3e60,atibaia,SP,16,16,1836.74,108.04,4.35
housewares,8b28d096634035667e8263d57ba3368c,sao jose dos campos,SP,28,28,1836.04,59.23,3.35
consoles_games,e49c26c3edfa46d227d5121a6b6e4d37,brejao,PE,15,15,1832.19,122.15,4.53
perfumery,11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,31,31,1831.38,38.15,3.33
computers_accessories,6a38087bc8ad4f89ff453561005f6dea,anapolis,GO,11,11,1831.32,140.87,4.54
garden_tools,f918546be4bec7104d117789ba758b2b,sao paulo,SP,20,20,1830.15,79.57,3.83
sports_leisure,41b86b552e54e3a7009596125aa8b167,sao paulo,SP,10,10,1829.91,166.36,4.36
baby,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,12,12,1827.28,152.27,4.58
housewares,8a2d12a90e92f012ce5226fc6592b653,curitiba,PR,17,17,1825.03,107.35,4.59
computers_accessories,1660ad786c27fd935378b6192a90b417,sao bernardo do campo,SP,12,10,1818.28,139.87,4.62
construction_tools_construction,411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,17,17,1817.76,72.71,4.28
toys,1554a68530182680ad5c8b042c3ab563,monte siao,MG,21,20,1806.68,86.03,4.38
health_beauty,5b85809efd0d0e4dea1a9544e1280ed9,presidente prudente,SP,11,11,1803.07,138.7,4.46
computers_accessories,97512d3fc193b2d1dfcdba0f9d1f0f8a,sao paulo,SP,12,12,1800.42,138.49,4.31
baby,7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,18,18,1791.31,99.52,3.83
auto,198c7ea11960a9844b544d9bcdca860c,jacutinga,MG,12,12,1786.96,148.91,3.75
health_beauty,5b8154610ebb21fb90eb587365e673df,sao jose dos campos,SP,10,10,1785.75,162.34,4.73
housewares,520b493b57809f446cb0a233bb3e25c7,santos,SP,26,26,1776.84,63.46,4.18
pet_shop,718539d38d07dd351c76db862760e2e2,campinas,SP,34,34,1772.8,42.21,4.48
computers_accessories,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,32,32,1772.59,55.39,4.28
housewares,e63e8bfa530fb16910dd6956e592bb81,guarulhos,SP,38,38,1770.58,45.4,4.28
air_conditioning,01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,18,18,1768.57,88.43,4.4
pet_shop,af3ef48d0e13835e529c29ac573c63e5,araraquara,SP,20,20,1758.1,87.91,3.7
electronics,87142160b41353c4e5fca2360caf6f92,porto alegre,RS,19,19,1756.3,87.82,4.55
bed_bath_table,4c8b8048e33af2bf94f2eb547746a916,ibitinga,SP,15,15,1754.31,97.46,3.72
small_appliances,b2a6d334e2833acea353624840e25a0e,sao paulo,SP,17,17,1750.75,97.26,4.83
baby,f680f85bee2d253556ac91be391d2c82,carapicuiba,SP,31,31,1738.35,52.68,4.33
perfumery,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,19,19,1729.12,91.01,4.21
home_appliances,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,34,34,1720.55,47.79,4.36
fashion_bags_accessories,bb5bd94c8f59cc050072d2930c869cac,sao paulo,SP,13,13,1716.65,122.62,4.36
bed_bath_table,845e8036c3f7bf62099352f5ed910240,rio de janeiro,RJ,17,17,1710.8,90.04,3.79
unknown,d66c305afaec317ebee552073a674429,ribeirao das neves,MG,15,15,1708.92,113.93,4.13
fashion_bags_accessories,d2e753bb80b7d4faa77483ed00edc8ca,porto seguro,BA,13,13,1703.27,121.66,3.68
sports_leisure,d354c38a7182125a748cb10474fe963b,aperibe,RJ,16,16,1702.74,94.6,4.5
furniture_decor,7139dc5186aa238b006e066d8fbab2e4,amparo,SP,13,13,1697.17,113.14,3.73
toys,0eaa7e33d73809f1f925f7d07c506cbd,santo andre,SP,14,14,1696.18,121.16,4.71
auto,9d5a9018aee56acb367ba9c3f05d1d6a,aparecida de goiania,GO,13,13,1692.14,130.16,3.85
housewares,671585f5a2af58b6e276bc01003c0d2b,curitiba,PR,27,27,1692.11,62.67,4.7
home_appliances,9674754b5a0cb32b638cec001178f799,sao paulo,SP,23,19,1691.98,73.56,4.26
pet_shop,f5f1f2c5f923f36ad79ea1d07185ddc9,taruma,SP,10,10,1691.5,153.77,3.45
health_beauty,7f7b8245c336066a1f9933c359f11d77,mogi mirim,SP,25,25,1691.22,62.64,4.56
cool_stuff,59fb871bf6f4522a87ba567b42dafecf,sao paulo,SP,11,11,1685.82,140.48,4.08
electronics,cd68562d3f44870c08922d380acae552,ribeirao preto,SP,17,17,1681.47,93.42,3.67
books_technical,4ba52dfeba874da5b9ee7b17c7494f04,mogi das cruzes,SP,11,11,1667.91,151.63,4.36
watches_gifts,715bbd5ba4e6b74cb0d2f29eb45058b0,serra negra,SP,26,26,1665.99,61.7,4.37
pet_shop,c5f7e746b7e6d07def6c0dae9903279b,curitiba,PR,10,10,1658.92,150.81,4.45
health_beauty,01bcc9d254a0143f0ce9791b960b2a47,uruacu,GO,10,10,1644.69,164.47,4.4
sports_leisure,3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,10,10,1644.58,164.46,4.5
stationery,fd386aa7bed2af3c7035c65506c9b4a3,sao paulo,SP,21,21,1638.1,68.25,4.21
computers_accessories,18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,21,20,1636.97,77.95,3.71
electronics,14a08204d03bb6b6bde8029f801ae0eb,sao paulo,SP,16,16,1628.02,65.12,3.72
telephony,5656537e588803a555b8eb41f07a944b,brasilia,DF,22,22,1627.93,62.61,3.73
unknown,3771c85bac139d2344864ede5d9341e3,sorocaba,SP,18,18,1626.98,73.95,3.18
furniture_decor,20cb7c2fde3e5bf10f0bbe7394e1c6a9,andira-pr,PR,31,31,1625.15,32.5,3.9
stationery,02dcd3e8e25bee036e32512bcf175493,contagem,MG,13,11,1623.49,108.23,3.93
health_beauty,2a84855fd20af891be03bc5924d2b453,belo horizonte,MG,29,29,1613.14,53.77,4.2
unknown,dd7ddc04e1b6c2c614352b383efe2d36,sao paulo,SP,19,19,1612.99,76.81,3.71
electronics,aac29b1b99776be73c3049939652091d,uberlandia,MG,11,11,1608.73,146.25,4.64
health_beauty,985c92cc412091f8529c12d7f23d3fef,sao joao del rei,MG,12,12,1606.63,133.89,4.75
auto,863d2ebcd347ce4922de7a0f9a5581d6,rio de janeiro,RJ,17,17,1605.58,89.2,4.11
books_general_interest,1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,SP,35,35,1605.15,44.59,4.53
sports_leisure,f08c008c8a8d31417763738a1788a2a8,santa terezinha de itaipu,PR,20,20,1604.0,76.38,3.38
fashion_bags_accessories,dbc22125167c298ef99da25668e1011f,borda da mata,MG,13,13,1600.38,114.31,4.07
furniture_decor,d379f449f2a3b271bc01c0782020f705,divinopolis,MG,11,11,1593.47,144.86,4.09
toys,5a425cc503b39b262a847fd6212bf53b,londrina,PR,14,14,1591.88,113.71,4.5
computers_accessories,3935fe5fe0f82787a9dcb8deb62be09d,sao paulo,SP,11,11,1590.02,132.5,4.0
books_technical,5f3ae9136c875522250f8184f253413a,sao paulo,SP,39,39,1588.66,39.72,4.63
auto,70a12e78e608ac31179aea7f8422044b,jacarei,SP,17,17,1588.55,93.44,3.88
unknown,fc906263ca5083d09dce42fe02247800,belo horizonte,MG,29,29,1579.65,54.47,4.31
housewares,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,22,22,1578.68,63.15,4.36
fashion_bags_accessories,fe701d88b67eaca109dffd464d1be9f9,marica,RJ,10,10,1578.02,157.8,4.3
health_beauty,431050a06a317f2b38168dec3dcd2b46,sao paulo,SP,10,10,1576.15,157.62,4.5
fixed_telephony,2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,SP,35,35,1575.45,43.76,3.83
cool_stuff,bbad7e518d7af88a0897397ffdca1979,sao paulo,SP,14,14,1567.42,111.96,3.21
baby,5a8e7d5003a1f221f9e1d6e411de7c23,campinas,SP,22,21,1560.07,67.83,3.83
health_beauty,093805f8f2aeb63881444571e1f48f30,osasco,SP,22,22,1559.73,57.77,3.81
telephony,0afccdb8a34ee5c79f7c06faf2b4d56e,uberlandia,MG,24,24,1557.09,64.88,4.13
market_place,aafe36600ce604f205b86b5084d3d767,sao jose,SC,20,20,1555.01,77.75,4.55
perfumery,f4a04f7be452aa3bb31760bf00055dd0,santo andre,SP,18,18,1553.95,86.33,4.67
computers_accessories,45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,SP,15,15,1549.56,91.15,4.71
health_beauty,c794dab4928dd97beb41d05514441e86,artur nogueira,SP,16,16,1544.59,96.54,4.38
health_beauty,6b90f847357d8981edd79a1eb1bf0acb,guarulhos,SP,16,16,1541.66,96.35,4.38
sports_leisure,2d518637f53161b973e01f56ea4bb88e,sao paulo,SP,13,13,1539.7,118.44,4.92
unknown,7e26c750b4cb9f6766f58265ff9ebe95,belo horizonte,MG,20,20,1539.62,64.15,4.54
health_beauty,3d8fa2f5b647373c8620330c4e077a9f,sao paulo,SP,12,12,1535.43,127.95,4.58
christmas_supplies,113e3a788b935f48aad63e1c41dac1bd,aparecida,SP,39,39,1533.95,31.96,4.42
health_beauty,128f9bfbe4c7d5185033914b1de3d39a,atibaia,SP,13,13,1519.37,101.29,4.8
perfumery,1c40343cc5d18c2d8248ac2f3366de34,limeira,SP,11,11,1517.83,137.98,4.64
perfumery,4e06067cc08b3f41d837768d392c3ee3,betim,MG,31,31,1514.25,32.92,4.17
sports_leisure,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,10,10,1507.6,125.63,3.75
perfumery,7a425d299613df3e613bcf9d2eaf5c49,rio de janeiro,RJ,18,18,1505.47,83.64,4.11
cine_photo,da7039f29f90ce5b4846ffc0fcc93beb,santo andre,SP,17,17,1503.55,83.53,4.56
sports_leisure,d12c926d74ceff0a90a21184466ce161,sao paulo,SP,25,25,1502.94,46.97,4.44
audio,4e922959ae960d389249c378d1c939f5,jacarei,SP,11,11,1502.0,125.17,3.75
auto,7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,31,31,1500.1,48.39,4.16
cool_stuff,bf100ecb7997df312b285358fb32f92c,sao jose dos pinhais,PR,11,11,1499.13,136.28,4.73
signaling_and_security,cd68562d3f44870c08922d380acae552,ribeirao preto,SP,11,11,1497.11,136.1,4.0
furniture_decor,1336efc61c316ddf92c899eb817f7cae,assis,SP,21,20,1494.07,59.76,3.92
furniture_living_room,1dcfa3835714681d4ba4a93bc1e0fd41,birigui,SP,12,12,1483.48,105.96,4.14
housewares,7357b52d27cbaa90f81a96cbc1279396,lagoa santa,MG,11,11,1476.92,134.27,4.27
sports_leisure,8e2b3afb420011ef0c88c9d5f11ea526,campinas,SP,10,10,1468.43,146.84,4.2
telephony,1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,23,23,1467.97,52.43,4.04
housewares,e256a62e0ac58c0edfba09966142d561,curitiba,PR,11,11,1461.97,112.46,4.46
pet_shop,6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,16,16,1460.8,76.88,3.53
baby,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,13,13,1448.73,111.44,3.88
pet_shop,2e90cb1677d35cfe24eef47d441b7c87,sao paulo,SP,14,13,1446.95,85.11,4.47
furniture_decor,dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,23,23,1446.09,60.25,4.29
health_beauty,c35672b10ad50968f567ea3f4b91e877,mesquita,RJ,17,16,1445.19,80.29,4.56
health_beauty,2e1a7d075abe038c1b2743005fe42ff1,sao paulo,SP,14,14,1440.86,84.76,3.94
furniture_decor,334cab711dee080b079fa5779b584783,santo andre,SP,11,11,1421.37,54.67,4.96
garden_tools,c8417879a15366a17c30af34c798c332,sao paulo,SP,14,14,1413.89,70.69,4.75
pet_shop,30a81d8cf85fb2ada1b1b094c9583a95,sao paulo,SP,17,17,1413.52,70.68,4.85
computers_accessories,e48cc16ab70bfa09e1401740dce0b3d7,aracatuba,SP,14,14,1411.13,83.01,3.24
costruction_tools_garden,49067458c68f7701fd334ce326accbe0,juiz de fora,MG,16,15,1408.31,44.01,3.34
pet_shop,76d5af76d0271110f9af36c92573f765,sao paulo,SP,19,19,1406.84,46.89,4.2
auto,7ff588a03c2aeae4fbd23f9ae64b760d,guarulhos,SP,14,14,1403.38,87.71,4.69
furniture_decor,5d3bb11474a06bdc23fb9e89f1164ee0,assis,SP,15,15,1397.1,93.14,4.0
stationery,788e857f317e53de488d393e65a80f45,sao paulo,SP,11,11,1394.95,126.81,4.91
watches_gifts,850f4f8af5ea87287ac68de36e29107f,sao paulo,SP,15,15,1392.03,81.88,3.65
auto,c273175f7c6c80fb02f051e2fc6d0d72,sao paulo,SP,13,13,1391.03,107.0,3.69
pet_shop,b55638ad525e906c698fa2ce742c1742,imbituba,SC,11,11,1385.67,115.47,4.17
furniture_decor,3481aa57cd91f9f9d3fa1fa12d9a3bf7,capivari,SP,14,14,1385.37,98.96,3.36
telephony,850913d59ce317156b00f3705f1c3edb,atibaia,SP,20,20,1381.52,69.08,3.6
computers_accessories,4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,SP,12,12,1379.47,76.64,4.28
kitchen_dining_laundry_garden_furniture,6c7d50c24b3ccd2fd83b44d8bb34e073,presidente prudente,SP,18,18,1372.25,65.35,4.48
sports_leisure,bba74270a87732727b5a3b4fd9ac1c39,betim,MG,16,16,1367.59,65.12,3.38
construction_tools_construction,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,14,14,1362.04,80.12,4.29
pet_shop,d4910f1cdcfdabd48d6b316e395d4a23,santo andre,SP,11,11,1361.92,113.49,4.92
toys,dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,10,10,1361.46,136.15,4.4
telephony,cd68562d3f44870c08922d380acae552,ribeirao preto,SP,21,21,1361.2,64.82,4.38
baby,e48b04bf1aa1ef711caebeb7aede6180,curitiba,PR,10,10,1360.08,136.01,4.8
sports_leisure,81336a0f57a33776419727a300249e90,sao carlos,SP,13,13,1358.72,84.92,3.81
computers_accessories,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,35,35,1349.64,37.49,4.19
furniture_decor,d1b9d4be4b6f9ebd85f8acd6745ba612,nova lima,MG,11,10,1348.53,122.59,4.18
telephony,a066df7361163e7ddc5d7452dd17448b,franca,SP,15,15,1344.62,79.1,4.47
computers_accessories,0db783cfcd3b73998abc6e10e59a102f,santos,SP,22,22,1343.82,61.08,3.68
auto,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,16,16,1340.38,78.85,4.76
auto,5b2e94f2c22b39ccc24d34ad0f669672,sao paulo,SP,10,10,1340.14,134.01,4.9
housewares,d379f449f2a3b271bc01c0782020f705,divinopolis,MG,11,11,1339.24,121.75,4.36
toys,42ef3192a9ff87a22d1867b74b3ee205,santo andre,SP,17,17,1337.44,78.67,4.59
health_beauty,ecccfa2bb93b34a3bf033cc5d1dcdc69,curitiba,PR,12,12,1333.32,83.33,2.5
luggage_accessories,4830e40640734fc1c52cd21127c341d4,sao paulo,SP,17,17,1333.31,78.43,4.12
housewares,e504a4e2efaa45cbff7e268a2c58c956,sao pedro,SP,10,10,1329.7,120.88,3.91
furniture_decor,d12c926d74ceff0a90a21184466ce161,sao paulo,SP,19,19,1326.88,57.69,4.57
bed_bath_table,25e47381a6c510ddeb36084e33b89f0c,praia grande,SP,12,12,1326.49,110.54,4.5
housewares,00720abe85ba0859807595bbf045a33b,guarulhos,SP,13,12,1323.48,50.9,3.65
tablets_printing_image,e62b2d6ac10570a035a30bafcf01d263,sao paulo,SP,19,19,1316.75,65.84,3.85
fashion_male_clothing,dc8798cbf453b7e0f98745e396cc5616,sao paulo,SP,20,20,1314.96,48.7,3.3
perfumery,1464afc72f696af775557a821c2e253f,nova friburgo,RJ,24,24,1313.63,52.55,4.04
cool_stuff,612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,13,13,1310.8,100.83,4.85
cine_photo,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,11,11,1310.52,109.21,3.25
sports_leisure,bc47d5d1490df2b36add65d733eafaba,santo andre,SP,21,21,1301.86,59.18,3.55
sports_leisure,a36b125ac6d5fdbc7f50de85c9157bdc,ribeirao preto,SP,15,15,1300.68,76.51,3.94
food,a5a1bfcf728ab0e19182959cf0771ee4,socorro,SP,15,15,1297.15,72.06,4.28
books_imported,7c5b05cbdb5542049f38d90d7815b97d,sao paulo,SP,21,21,1292.89,56.21,4.57
consoles_games,f41ce2e25237f9092cd8e6e7516c7a2f,guarulhos,SP,13,12,1288.31,99.1,4.62
health_beauty,094ced053e257ae8cae57205592d6712,ribeirao preto,SP,11,11,1282.07,116.55,3.45
housewares,f61c63d13f7cd800549d5acdd390ae72,pilar do sul,SP,17,17,1276.77,75.1,3.82
bed_bath_table,5dceca129747e92ff8ef7a997dc4f8ca,santa barbara d´oeste,SP,16,14,1272.1,74.83,4.29
baby,8cbac7e12637ed9cffa18c7875207478,jaragua do sul,SC,15,15,1270.01,70.56,4.72
toys,1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,17,17,1263.15,57.42,1.68
air_conditioning,abc015ebac1d283a323ca9db35ede4b9,ribeirao preto,SP,11,11,1261.1,105.09,4.33
bed_bath_table,b9ca8e8baa5d4aa038394a700f63e69f,sao paulo,SP,10,10,1259.23,125.92,4.1
garden_tools,b14db04aa7881970e83ffa9426897925,sorocaba,SP,10,10,1257.74,89.84,4.29
furniture_decor,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,35,33,1252.81,29.14,3.7
electronics,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,21,21,1248.98,52.04,3.79
fashion_shoes,013900e863eace745d3ec7614cab5b1a,curitiba,PR,14,14,1248.59,83.24,4.8
consoles_games,26785a546900236d66f2e4197c211158,sao paulo,SP,15,15,1244.65,82.98,4.67
sports_leisure,41da412d33e8da4f22baf55cb1bde82c,domingos martins,ES,15,14,1237.06,58.91,4.71
sports_leisure,921323538c9f1c4e816f2720eac02bea,sao paulo,SP,11,11,1236.97,95.15,4.0
food_drink,e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,20,20,1236.21,47.55,4.62
books_general_interest,343e716476e3748b069f980efbaa294e,campinas,SP,17,15,1234.7,51.45,4.04
toys,e7f3bf1ecd8526eb7f3b18059e6716e5,ubatuba,SP,11,11,1231.19,111.93,4.91
housewares,0ed6ce5d87fd9c69eaacaeb778d67235,americana,SP,13,13,1225.92,94.3,4.15
bed_bath_table,fb3cfbc8a86f5d7fbb4d36b8df63f60d,rio de janeiro,RJ,10,10,1225.06,81.67,3.13
housewares,594f9aaa48e5bf431f011ddc5669b0d5,contagem,MG,14,14,1224.42,81.63,4.53
garden_tools,3d8fa2f5b647373c8620330c4e077a9f,sao paulo,SP,14,14,1223.93,76.5,4.03
consoles_games,fc906263ca5083d09dce42fe02247800,belo horizonte,MG,21,21,1212.69,52.73,4.3
costruction_tools_tools,8daab2245ebdc277c51098d01c5ad8ef,sao paulo,SP,11,11,1212.56,110.23,4.82
furniture_decor,f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,PR,29,28,1208.76,36.63,4.3
sports_leisure,318f287a62ab7ac10b703ac37435a231,sao paulo,SP,29,29,1202.79,41.48,3.93
health_beauty,5f1dc28029d2c244352a68107ec2b542,sao paulo,SP,21,21,1199.18,39.97,4.3
health_beauty,31da954dc0855f2495c6310f70a2f931,araras,SP,18,18,1195.68,66.43,4.28
health_beauty,5b07547f10dd980738a1a27f685af669,guarulhos,SP,12,12,1187.35,91.33,4.46
housewares,f3da5b2ff499efb8d4a6d371d175d7dd,sao paulo,SP,19,19,1186.91,51.6,3.59
baby,951e8cef368f09bb3f3d03c00ca4702c,ibitinga,SP,15,15,1186.25,79.08,3.73
health_beauty,2709af9587499e95e803a6498a5a56e9,sao paulo,SP,16,16,1184.06,32.89,2.44
small_appliances,e883aa812c37a7413226856f4579fe91,itapevi,SP,13,13,1171.78,83.7,4.43
